todayNumber,lifePathNumber,character,messageType,variant,colorName,body,action1,action2,notes
4,3,owl,base,A,黄色,今日の「4」の空気は、あなたの表現する力を毎日の中に残しやすくしてくれそうです。ひらめいたことを、忘れない形にしてみてください。,浮かんだ言葉をノートに残す,書きかけのものを少し整える,UD4×LP3×owl base variant A
4,3,owl,base,B,黄色,今日の「4」の空気は、あなたの言葉やひらめきを残しやすい形にしてくれそうです。思いついたことを、忘れない場所に置いてみてください。,浮かんだ言葉をノートに残す,書きかけのものを少し整える,UD4×LP3×owl base variant B
4,3,owl,base,C,黄色,今日の「4」の空気は、あなたの表現を日々の中にそっと残してくれそうです。小さく書き留めた言葉が、あとから大切な記録になるかもしれません。,残しておきたい言葉を書く,今日の中の小さな表現を見つける,UD4×LP3×owl base variant C
4,4,owl,base,A,緑,今日の「4」の空気は、あなたのつみ重ねる力をやさしく支えてくれそうです。完璧を目指さなくても、ひとつ整えば十分です。,机や予定を一か所だけ整える,続けたいことを小さく見直す,UD4×LP4×owl base variant A
4,4,owl,base,B,緑,今日の「4」の空気は、あなたの毎日をやさしく整える力をくれそうです。全部を完璧にしなくても、一か所整えば十分です。,机や予定を一か所だけ整える,続けたいことを小さく見直す,UD4×LP4×owl base variant B
4,4,owl,base,C,緑,今日の「4」の空気は、あなたの毎日の中にある静かな力を見せてくれそうです。目立たないつみ重ねも、ちゃんとあなたを支えています。,続けていることを一行書く,今日整えたことを残す,UD4×LP4×owl base variant C
4,5,owl,base,A,青,今日の「4」の空気は、あなたの自由な動きに安心できる足場を作ってくれそうです。思いつきも、少し整えると進みやすくなります。,予定に小さな余白を作る,やりたいことを順番に並べる,UD4×LP5×owl base variant A
4,5,owl,base,B,青,今日の「4」の空気は、あなたの自由な動きに落ち着いた足場を作ってくれそうです。思いついたことも、少し順番を整えると動きやすくなります。,予定に小さな余白を作る,やりたいことを順番に並べる,UD4×LP5×owl base variant B
4,5,owl,base,C,青,今日の「4」の空気は、あなたの自由な心に安心できる足場をくれそうです。風のように動く日々にも、戻れる場所があると少し楽になります。,安心できる場所を思い出す,自由に動けたことを一行残す,UD4×LP5×owl base variant C
4,6,owl,base,A,ピンク,今日の「4」の空気は、あなたの優しさを無理なく続く形に整えてくれそうです。誰かのための予定にも、自分の安心を入れてください。,引き受けていることをひとつ見直す,自分の休む時間を先に決める,UD4×LP6×owl base variant A
4,6,owl,base,B,ピンク,今日の「4」の空気は、あなたの優しさを無理なく続く形に整えてくれそうです。誰かの予定を考える前に、自分の安心も入れてください。,休む時間を先に決める,引き受けていることを見直す,UD4×LP6×owl base variant B
4,6,owl,base,C,ピンク,今日の「4」の空気は、あなたの優しさに続けられる形を見せてくれそうです。無理をしない優しさも、長く残るあたたかさになります。,無理なくできた優しさを書く,自分を休ませたことを残す,UD4×LP6×owl base variant C
4,7,owl,base,A,紺・藍色,今日の「4」の空気は、あなたの深める力に落ち着いた土台をくれそうです。考えていることを、少し整理して見える形にしてみてください。,気になっていることを分類する,考えたことを短くまとめる,UD4×LP7×owl base variant A
4,7,owl,base,B,紺・藍色,今日の「4」の空気は、あなたの考える力に整理のしやすさをくれそうです。頭の中にあることを、少し見える形にしてみてください。,気になっていることを分類する,考えたことを短くまとめる,UD4×LP7×owl base variant B
4,7,owl,base,C,紺・藍色,今日の「4」の空気は、あなたの静かな気づきに落ち着いた置き場所を作ってくれそうです。考えた時間を整えることで、心の輪郭が少し見えてきます。,考えたことを一行にまとめる,心が落ち着いた理由を書く,UD4×LP7×owl base variant C
4,8,owl,base,A,オレンジ・茶色,今日の「4」の空気は、あなたの形にする力を安定した流れへ整えてくれそうです。大きく進めるより、確かな手順をひとつ選んでみてください。,優先順位を3つにしぼる,進めたいことの準備を整える,UD4×LP8×owl base variant A
4,8,owl,base,B,オレンジ・茶色,今日の「4」の空気は、あなたの進める力に確かな手順を添えてくれそうです。大きく動かすより、今日必要な準備をひとつ整えてみてください。,優先順位を3つにしぼる,進めたいことの準備を整える,UD4×LP8×owl base variant B
4,8,owl,base,C,オレンジ・茶色,今日の「4」の空気は、あなたの力に確かな足場を作ってくれそうです。すぐに結果にならなくても、整えた準備は未来の手ごたえにつながります。,今日整えた準備を書く,進むための土台を見直す,UD4×LP8×owl base variant C
4,9,owl,base,A,紫,今日の「4」の空気は、あなたの広く受けとめる力に小さな区切りを作ってくれそうです。全部を抱えず、今の自分に必要な形へ整えてみてください。,抱えていることをひとつ整理する,残すものと休めるものを分ける,UD4×LP9×owl base variant A
4,9,owl,base,B,紫,今日の「4」の空気は、あなたの受けとめる力に小さな区切りを作ってくれそうです。全部を抱えず、今の自分に必要な形へ整えてみてください。,抱えていることをひとつ整理する,残すものと休めるものを分ける,UD4×LP9×owl base variant B
4,9,owl,base,C,紫,今日の「4」の空気は、あなたの広い心にやさしい区切りをくれそうです。抱えていたものを少し整えるだけで、心に静かな場所が生まれるかもしれません。,少し整えた気持ちを書く,心に残すものをひとつ選ぶ,UD4×LP9×owl base variant C
4,11,owl,base,A,シルバー,今日の「4」の空気は、あなたのひらめきを安心して置ける場所へ導いてくれそうです。感じたことを、消えないように小さく残してみてください。,ひらめきをメモにまとめる,静かな場所で予定を整える,UD4×LP11×owl base variant A
4,11,owl,base,B,シルバー,今日の「4」の空気は、あなたのひらめきを安心して置ける場所へ導いてくれそうです。感じたことを、消えないように小さく残してみてください。,ひらめきをメモにまとめる,静かな場所で予定を整える,UD4×LP11×owl base variant B
4,11,owl,base,C,シルバー,今日の「4」の空気は、あなたのひらめきに静かに置ける場所をくれそうです。ふと感じたことを残しておくと、あとから意味が見えてくるかもしれません。,ひらめきを短く残す,静かな場所で気持ちを整える,UD4×LP11×owl base variant C
4,22,owl,base,A,ゴールド,今日の「4」の空気は、あなたの形づくる力に確かな手順を与えてくれそうです。大きな構想も、今日できるひとつの準備から始まります。,構想を小さな手順に分ける,最初に整える場所を決める,UD4×LP22×owl base variant A
4,22,owl,base,B,ゴールド,今日の「4」の空気は、あなたの構想に確かな手順を見せてくれそうです。大きな形も、今日できるひとつの準備から始まります。,構想を小さな手順に分ける,最初に整える場所を決める,UD4×LP22×owl base variant B
4,22,owl,base,C,ゴールド,今日の「4」の空気は、あなたの構想に最初の足場を作ってくれそうです。大きな形になる前の小さな準備にも、十分な価値があります。,構想の土台になることを書く,今日整えた手順を残す,UD4×LP22×owl base variant C
4,33,owl,base,A,レインボー,今日の「4」の空気は、あなたの深い優しさに安心できる形を作ってくれそうです。大切にしたい人と同じように、自分の毎日も整えてください。,自分の安心を先に用意する,続けられる優しさをひとつ選ぶ,UD4×LP33×owl base variant A
4,33,owl,base,B,レインボー,今日の「4」の空気は、あなたの深い優しさに安心できる形を作ってくれそうです。大切な人と同じように、自分の毎日も整えてください。,自分の安心を先に用意する,続けられる優しさをひとつ選ぶ,UD4×LP33×owl base variant B
4,33,owl,base,C,レインボー,今日の「4」の空気は、あなたの深い愛に安心できる居場所を作ってくれそうです。誰かを包む優しさも、自分の毎日が整っていてこそ長くめぐります。,自分の安心を一行で書く,続けたい優しさを残す,UD4×LP33×owl base variant C
5,1,owl,base,A,赤,今日の「5」の空気は、あなたの始める力に新しい風を運んでくれそうです。いつもと少し違う一歩を、軽く試してみてください。,気になることを軽く試してみる,いつもと違う順番で動いてみる,UD5×LP1×owl base variant A
5,1,owl,base,B,赤,今日の「5」の空気は、あなたの行動に新しい選択肢を見せてくれそうです。いつもと少し違うやり方で、気になることを試してみてください。,いつもと違う順番で動いてみる,気になることを軽く試してみる,UD5×LP1×owl base variant B
5,1,owl,base,C,赤,今日の「5」の空気は、あなたのはじまりに新しい風を運んでくれそうです。まだ行き先が決まっていなくても、心が少し動いたことを残してみてください。,心が動いた瞬間を書く,試してみたいことを一行残す,UD5×LP1×owl base variant C
5,2,owl,base,A,白,今日の「5」の空気は、あなたの繋がる力に心地よい自由を添えてくれそうです。誰かに合わせすぎず、自分のペースも大切にしてみてください。,ひとり時間を少し用意する,無理のない返事を選んでみる,UD5×LP2×owl base variant A
5,2,owl,base,B,白,今日の「5」の空気は、あなたの繋がる力に自由な余白をくれそうです。人に合わせすぎず、自分のペースで関われる形を選んでみてください。,ひとり時間を少し用意する,無理のない返事を選んでみる,UD5×LP2×owl base variant B
5,2,owl,base,C,白,今日の「5」の空気は、あなたの繋がりにやさしい余白を作ってくれそうです。近づきすぎず、離れすぎず、自分らしくいられた距離を大切にしてください。,心地よかった距離感を書く,自分のペースを守れたことを残す,UD5×LP2×owl base variant C
5,3,owl,base,A,黄色,今日の「5」の空気は、あなたの表現する力に軽やかな動きをくれそうです。思いついたことを、いつもより自由に出してみてください。,浮かんだ言葉をそのまま書く,楽しい方をひとつ選んでみる,UD5×LP3×owl base variant A
5,3,owl,base,B,黄色,今日の「5」の空気は、あなたの言葉に軽やかな動きをくれそうです。思いついたことを、深く考えすぎずそのまま出してみてください。,浮かんだ言葉をそのまま書く,楽しい方をひとつ選んでみる,UD5×LP3×owl base variant B
5,3,owl,base,C,黄色,今日の「5」の空気は、あなたの表現に軽やかな色を添えてくれそうです。理由はなくても楽しいと感じたことが、今日の大切な記録になります。,楽しいと感じたことを書く,心が軽くなった言葉を残す,UD5×LP3×owl base variant C
5,4,owl,base,A,緑,今日の「5」の空気は、あなたの毎日に小さな風通しを作ってくれそうです。いつもの流れを少し変えるだけで、気持ちが軽くなるかもしれません。,予定の順番を少し変えてみる,習慣に小さな楽しみを足す,UD5×LP4×owl base variant A
5,4,owl,base,B,緑,今日の「5」の空気は、あなたの毎日に小さな風通しを作ってくれそうです。いつもの流れを少し変えるだけで、気持ちが軽くなるかもしれません。,予定の順番を少し変えてみる,習慣に小さな楽しみを足す,UD5×LP4×owl base variant B
5,4,owl,base,C,緑,今日の「5」の空気は、あなたの毎日に小さな風穴を開けてくれそうです。いつもの中に少し違う景色が入るだけで、心が動きやすくなります。,いつもと違ったことを書く,気分が変わった瞬間を残す,UD5×LP4×owl base variant C
5,5,owl,base,A,青,今日の「5」の空気は、あなたの自由な感覚をのびやかに動かしてくれそうです。無理に決め込まず、心が向く方へ少し進んでみてください。,行きたい場所をひとつ選ぶ,気分に合う予定へ整える,UD5×LP5×owl base variant A
5,5,owl,base,B,青,今日の「5」の空気は、あなたの自由な感覚を日常の中でのびやかにしてくれそうです。決めすぎず、心が向く方へ少し動いてみてください。,行きたい場所をひとつ選ぶ,気分に合う予定へ整える,UD5×LP5×owl base variant B
5,5,owl,base,C,青,今日の「5」の空気は、あなたの自由な心をやさしく広げてくれそうです。どこへ行かなくても、心に風が通ったなら、それも大切な自由です。,自由を感じた瞬間を書く,心が向いた方を一行残す,UD5×LP5×owl base variant C
5,6,owl,base,A,ピンク,今日の「5」の空気は、あなたの優しさに少し軽やかな余白をくれそうです。誰かを大切にする時間と、自分の自由も両方置いてみてください。,ひとりでほっとする時間を取る,予定を詰め込みすぎない,UD5×LP6×owl base variant A
5,6,owl,base,B,ピンク,今日の「5」の空気は、あなたの優しさに軽やかな余白をくれそうです。誰かのための時間と、自分の自由も両方置いてみてください。,ひとりでほっとする時間を取る,予定を詰め込みすぎない,UD5×LP6×owl base variant B
5,6,owl,base,C,ピンク,今日の「5」の空気は、あなたの優しさに軽やかな呼吸をくれそうです。誰かを思う気持ちの中に、自分をほどく時間も置いてください。,自分がほっとしたことを書く,やさしさを休ませた時間を残す,UD5×LP6×owl base variant C
5,7,owl,base,A,紺・藍色,今日の「5」の空気は、あなたの深める力に新しい視点を運んでくれそうです。いつもと違う角度から見ることで、気づきが広がるかもしれません。,違う方法で調べてみる,気になる場所を少し変える,UD5×LP7×owl base variant A
5,7,owl,base,B,紺・藍色,今日の「5」の空気は、あなたの考える力に新しい視点を運んでくれそうです。いつもと違う角度から見てみると、気づきが広がるかもしれません。,違う方法で調べてみる,場所や景色を少し変える,UD5×LP7×owl base variant B
5,7,owl,base,C,紺・藍色,今日の「5」の空気は、あなたの静かな気づきに新しい景色を見せてくれそうです。いつもと違う角度から見えたことが、心に残る日かもしれません。,見方が変わったことを書く,新しく気づいたことを残す,UD5×LP7×owl base variant C
5,8,owl,base,A,オレンジ・茶色,今日の「5」の空気は、あなたの進める力に柔らかな動きを添えてくれそうです。予定どおりにこだわりすぎず、動きながら整えてみてください。,進め方をひとつ変えてみる,予定に余白を入れて動く,UD5×LP8×owl base variant A
5,8,owl,base,B,オレンジ・茶色,今日の「5」の空気は、あなたの進める力に柔らかな動きを添えてくれそうです。予定どおりにこだわりすぎず、動きながら整えてみてください。,進め方をひとつ変えてみる,予定に余白を入れて動く,UD5×LP8×owl base variant B
5,8,owl,base,C,オレンジ・茶色,今日の「5」の空気は、あなたの力にしなやかな流れをくれそうです。予定どおりではなかったことも、別の形で進むきっかけになるかもしれません。,予定外によかったことを書く,動きながら整えたことを残す,UD5×LP8×owl base variant C
5,9,owl,base,A,紫,今日の「5」の空気は、あなたの広いまなざしに新しい風を通してくれそうです。抱えていた思いを、少し違う見方で受けとめてみてください。,気持ちを別の言葉で書いてみる,一度外の空気に触れてみる,UD5×LP9×owl base variant A
5,9,owl,base,B,紫,今日の「5」の空気は、あなたの受けとめる力に新しい風を通してくれそうです。抱えていた思いを、少し違う見方で見つめてみてください。,気持ちを別の言葉で書く,一度外の空気に触れてみる,UD5×LP9×owl base variant B
5,9,owl,base,C,紫,今日の「5」の空気は、あなたの広い心にやさしい風を通してくれそうです。抱えていた思いも、少し違う光の中で見ると軽くなるかもしれません。,少し軽く見えたことを書く,違う見方ができたことを残す,UD5×LP9×owl base variant C
5,11,owl,base,A,シルバー,今日の「5」の空気は、あなたのひらめきに自由な広がりをくれそうです。ふと浮かんだ感覚を、決めつけずに泳がせてみてください。,ひらめきをいくつか書き出す,音や景色を変えて過ごす,UD5×LP11×owl base variant A
5,11,owl,base,B,シルバー,今日の「5」の空気は、あなたのひらめきに自由な広がりをくれそうです。ふと浮かんだ感覚を、決めつけずに泳がせてみてください。,ひらめきをいくつか書き出す,音や景色を変えて過ごす,UD5×LP11×owl base variant B
5,11,owl,base,C,シルバー,今日の「5」の空気は、あなたのひらめきに風のような広がりをくれそうです。つかまえきれない感覚も、今日の空気としてそっと残してみてください。,浮かんだ感覚をそのまま書く,印象に残った景色を残す,UD5×LP11×owl base variant C
5,22,owl,base,A,ゴールド,今日の「5」の空気は、あなたの形づくる力に新しい選択肢を見せてくれそうです。大きな構想も、少し風を通すと動きやすくなります。,別の進め方をひとつ考える,構想に余白を入れて見直す,UD5×LP22×owl base variant A
5,22,owl,base,B,ゴールド,今日の「5」の空気は、あなたの構想に新しい選択肢を見せてくれそうです。大きな形も、少し風を通すと動きやすくなります。,別の進め方をひとつ考える,構想に余白を入れて見直す,UD5×LP22×owl base variant B
5,22,owl,base,C,ゴールド,今日の「5」の空気は、あなたの構想に新しい風景を見せてくれそうです。形にする前に少し余白を入れることで、大切な方向が見えてくるかもしれません。,新しく見えた選択肢を書く,構想に足したい余白を残す,UD5×LP22×owl base variant C
5,33,owl,base,A,レインボー,今日の「5」の空気は、あなたの深い優しさに自由な呼吸を思い出させてくれそうです。誰かを包む前に、自分の心にも風を通してあげてください。,自分の自由時間を先に決める,心が軽くなる選択をひとつする,UD5×LP33×owl base variant A
5,33,owl,base,B,レインボー,今日の「5」の空気は、あなたの深い優しさに自由な呼吸を思い出させてくれそうです。誰かを包む前に、自分の心にも風を通してあげてください。,自分の自由時間を先に決める,心が軽くなる選択をひとつする,UD5×LP33×owl base variant B
5,33,owl,base,C,レインボー,今日の「5」の空気は、あなたの深い愛に自由な風を通してくれそうです。包み込む優しさの中にも、自分がのびやかでいられる場所を作ってください。,心がほどけた瞬間を書く,自分に許した自由を残す,UD5×LP33×owl base variant C
6,1,owl,base,A,赤,今日の「6」の空気は、あなたの始める力にあたたかい目的を添えてくれそうです。自分にも誰かにも優しい一歩を選んでみてください。,自分に優しい目標をひとつ決める,大切な人へ短い言葉を届ける,UD6×LP1×owl base variant A
6,1,owl,base,B,赤,今日の「6」の空気は、あなたの行動にやさしい目的を添えてくれそうです。誰かにも自分にもあたたかい一歩を、ひとつ選んでみてください。,自分に優しい目標をひとつ決める,大切な人へ短い言葉を届ける,UD6×LP1×owl base variant B
6,1,owl,base,C,赤,今日の「6」の空気は、あなたのはじまりにあたたかな理由を添えてくれそうです。その一歩が、自分や誰かを少し安心させるものなら、静かに残しておいてください。,優しい一歩を一行で書く,今日始めたい理由を残す,UD6×LP1×owl base variant C
6,2,owl,base,A,白,今日の「6」の空気は、あなたの繋がる力をあたたかく包んでくれそうです。相手を思う気持ちと同じくらい、自分の心も大切にしてください。,無理のない関わり方を選ぶ,自分の気持ちを一行だけ書く,UD6×LP2×owl base variant A
6,2,owl,base,B,白,今日の「6」の空気は、あなたの繋がる力をあたたかく整えてくれそうです。相手を思う分だけ、自分の心も大切にしてください。,無理のない関わり方を選ぶ,自分の気持ちを一行だけ書く,UD6×LP2×owl base variant B
6,2,owl,base,C,白,今日の「6」の空気は、あなたの繋がりにやわらかなぬくもりを運んでくれそうです。誰かを思った時間と同じくらい、自分の心もそっと見つめてください。,大切にしたい関係を書く,自分の気持ちをそっと残す,UD6×LP2×owl base variant C
6,3,owl,base,A,黄色,今日の「6」の空気は、あなたの言葉にやさしい温度を添えてくれそうです。明るく振る舞うより、心から出たひとことを大切にしてみてください。,自分をほめる言葉を書く,誰かにあたたかい一言を送る,UD6×LP3×owl base variant A
6,3,owl,base,B,黄色,今日の「6」の空気は、あなたの言葉にやさしい温度を添えてくれそうです。明るく振る舞うより、心から出たひとことを大切にしてみてください。,自分をほめる言葉を書く,誰かにあたたかい一言を送る,UD6×LP3×owl base variant B
6,3,owl,base,C,黄色,今日の「6」の空気は、あなたの言葉にあたたかな灯りをともしてくれそうです。誰かへ向けたひとことが、自分の心も照らしてくれるかもしれません。,あたたかい言葉を一つ残す,自分にかけたい言葉を書く,UD6×LP3×owl base variant C
6,4,owl,base,A,緑,今日の「6」の空気は、あなたの毎日のつみ重ねにやさしい安心を足してくれそうです。整えることの中に、自分を休ませる時間も入れてみてください。,休む時間を先に予定へ入れる,暮らしの中を一か所だけ整える,UD6×LP4×owl base variant A
6,4,owl,base,B,緑,今日の「6」の空気は、あなたの毎日に安心できるケアを足してくれそうです。整えることの中に、自分を休ませる時間も入れてみてください。,休む時間を先に予定へ入れる,暮らしの中を一か所だけ整える,UD6×LP4×owl base variant B
6,4,owl,base,C,緑,今日の「6」の空気は、あなたの毎日の中に安心できる居場所を作ってくれそうです。整えた暮らしの中に、自分を休ませる余白も置いてください。,安心できた時間を書く,自分を休ませたことを残す,UD6×LP4×owl base variant C
6,5,owl,base,A,青,今日の「6」の空気は、あなたの自由な感覚にあたたかい居場所をくれそうです。動きたい気持ちと、安心できる場所の両方を大切にしてみてください。,安心できる場所で少し休む,心が軽くなる予定をひとつ選ぶ,UD6×LP5×owl base variant A
6,5,owl,base,B,青,今日の「6」の空気は、あなたの自由な感覚にあたたかい居場所をくれそうです。動きたい気持ちと、安心できる場所の両方を大切にしてみてください。,安心できる場所で少し休む,心が軽くなる予定をひとつ選ぶ,UD6×LP5×owl base variant B
6,5,owl,base,C,青,今日の「6」の空気は、あなたの自由な心に帰れる場所を思い出させてくれそうです。どこへ動いても、自分がほっとできる場所を持っていて大丈夫です。,ほっとした場所や時間を書く,心が安心した選択を残す,UD6×LP5×owl base variant C
6,6,owl,base,A,ピンク,今日の「6」の空気は、あなたの優しさを自然にめぐらせてくれそうです。誰かを大切にする前に、自分にも同じ優しさを向けてください。,自分に小さなごほうびを用意する,引き受けすぎていることを見直す,UD6×LP6×owl base variant A
6,6,owl,base,B,ピンク,今日の「6」の空気は、あなたの優しさを日常の中で自然にめぐらせてくれそうです。誰かを大切にする前に、自分にも同じ優しさを向けてください。,自分に小さなごほうびを用意する,引き受けすぎていることを見直す,UD6×LP6×owl base variant B
6,6,owl,base,C,ピンク,今日の「6」の空気は、あなたの優しさを自分の内側にもめぐらせてくれそうです。誰かに向けるあたたかさを、今日は自分にも少し分けてください。,自分に向けた優しさを書く,心があたたまったことを残す,UD6×LP6×owl base variant C
6,7,owl,base,A,紺・藍色,今日の「6」の空気は、あなたの深める力に心をあたためる気づきを運んでくれそうです。考えるだけでなく、自分をいたわる時間も持ってみてください。,心が落ち着く場所で過ごす,気づいたことをやさしく書く,UD6×LP7×owl base variant A
6,7,owl,base,B,紺・藍色,今日の「6」の空気は、あなたの考える力に心をあたためる時間をくれそうです。考えるだけでなく、自分をいたわる時間も持ってみてください。,心が落ち着く場所で過ごす,気づいたことをやさしく書く,UD6×LP7×owl base variant B
6,7,owl,base,C,紺・藍色,今日の「6」の空気は、あなたの静かな気づきにやさしい温度を添えてくれそうです。考えを深める時間の中に、自分をいたわる場所も作ってください。,いたわりたい気持ちを書く,心が落ち着いた理由を残す,UD6×LP7×owl base variant C
6,8,owl,base,A,オレンジ・茶色,今日の「6」の空気は、あなたの形にする力にやさしい目的を添えてくれそうです。成果だけでなく、誰かや自分が安心できる形を選んでみてください。,進めたいことの目的を見直す,自分を休ませる時間を決める,UD6×LP8×owl base variant A
6,8,owl,base,B,オレンジ・茶色,今日の「6」の空気は、あなたの進める力にやさしい目的を添えてくれそうです。成果だけでなく、自分や誰かが安心できる形を選んでみてください。,進めたいことの目的を見直す,自分を休ませる時間を決める,UD6×LP8×owl base variant B
6,8,owl,base,C,オレンジ・茶色,今日の「6」の空気は、あなたの力にあたたかな目的を思い出させてくれそうです。何を形にするかだけでなく、誰が安心できるかにも目を向けてみてください。,安心につながる目的を書く,自分を休ませた時間を残す,UD6×LP8×owl base variant C
6,9,owl,base,A,紫,今日の「6」の空気は、あなたの広く受けとめる力にあたたかい境界線をくれそうです。すべてを抱えず、自分の心が休まる形を選んでください。,抱えていることをひとつ軽くする,自分に優しい選択を書き出す,UD6×LP9×owl base variant A
6,9,owl,base,B,紫,今日の「6」の空気は、あなたの受けとめる力にあたたかい境界線をくれそうです。すべてを抱えず、自分の心が休まる形を選んでください。,抱えていることをひとつ軽くする,自分に優しい選択を書き出す,UD6×LP9×owl base variant B
6,9,owl,base,C,紫,今日の「6」の空気は、あなたの広い心にやさしい境界線を描いてくれそうです。抱えすぎない優しさも、今日のあなたを守る大切な選択です。,守りたい心の範囲を書く,少し軽くしたことを残す,UD6×LP9×owl base variant C
6,11,owl,base,A,シルバー,今日の「6」の空気は、あなたの繊細なひらめきにやさしい居場所を作ってくれそうです。感じたことを急いで形にせず、まずは静かに受けとめてみてください。,感じたことを短くメモする,音や情報を少し減らす,UD6×LP11×owl base variant A
6,11,owl,base,B,シルバー,今日の「6」の空気は、あなたのひらめきにやさしい居場所を作ってくれそうです。感じたことを急いで形にせず、まずは静かに受けとめてみてください。,感じたことを短くメモする,音や情報を少し減らす,UD6×LP11×owl base variant B
6,11,owl,base,C,シルバー,今日の「6」の空気は、あなたの繊細な感覚にあたたかな受け皿を作ってくれそうです。ふと感じたことを、急がず自分の中でやさしく包んでみてください。,感じたことを静かに書く,心が安心した瞬間を残す,UD6×LP11×owl base variant C
6,22,owl,base,A,ゴールド,今日の「6」の空気は、あなたの形づくる力に人を思うあたたかさを添えてくれそうです。大きな構想にも、自分が無理なく続けられる優しさを入れてください。,構想に休む余白を入れる,誰の安心につながるか考える,UD6×LP22×owl base variant A
6,22,owl,base,B,ゴールド,今日の「6」の空気は、あなたの構想に人を思うあたたかさを添えてくれそうです。大きな形にも、自分が無理なく続けられる優しさを入れてください。,構想に休む余白を入れる,誰の安心につながるか考える,UD6×LP22×owl base variant B
6,22,owl,base,C,ゴールド,今日の「6」の空気は、あなたの構想に人を思うぬくもりを加えてくれそうです。大きな形の中にも、自分や誰かが休める場所を作ってください。,構想の中の優しさを書く,安心を入れたい場所を残す,UD6×LP22×owl base variant C
6,33,owl,base,A,レインボー,今日の「6」の空気は、あなたの深い愛をやさしくめぐらせてくれそうです。包み込む力がある日ほど、自分の心にも居場所を作ってください。LJD 個別ページコメント,自分を満たす時間を先に取る,優しさを向ける範囲を決める,UD6×LP33×owl base variant A
6,33,owl,base,B,レインボー,今日の「6」の空気は、あなたの深い愛を日常の中でやさしくめぐらせてくれそうです。包み込む力がある日ほど、自分の心にも居場所を作ってください。,自分を満たす時間を先に取る,優しさを向ける範囲を決める,UD6×LP33×owl base variant B
6,33,owl,base,C,レインボー,今日の「6」の空気は、あなたの深い愛にやさしいめぐりを作ってくれそうです。包み込むだけでなく、自分へ戻ってくるあたたかさも受け取ってください。,受け取った優しさを書く,自分に戻した愛を一行残す,UD6×LP33×owl base variant C
7,1,owl,base,A,赤,今日の「7」の空気は、あなたの始める力に深く考える時間をくれそうです。すぐに動かなくても、なぜ始めたいのかを見つめてみてください。,始めたい理由を一行で書く,気になることを少し調べてみる,UD7×LP1×owl base variant A
7,1,owl,base,B,赤,今日の「7」の空気は、あなたの行動に少し立ち止まる時間をくれそうです。すぐに始める前に、なぜやりたいのかを一度見つめてみてください。,始めたい理由を一行で書く,気になることを少し調べる,UD7×LP1×owl base variant B
7,1,owl,base,C,赤,今日の「7」の空気は、あなたのはじまりに静かな問いを置いてくれそうです。まだ動き出す前の理由を見つめる時間も、大切な一歩になります。,始めたい理由を残す,心に浮かんだ問いを書く,UD7×LP1×owl base variant C
7,2,owl,base,A,白,今日の「7」の空気は、あなたの繋がる力に静かな気づきを運んでくれそうです。誰かの気持ちだけでなく、自分の本音にも耳を向けてみてください。,自分の本音を一行だけ書く,心に残った会話を振り返る,UD7×LP2×owl base variant A
7,2,owl,base,B,白,今日の「7」の空気は、あなたの繋がる力に静かな確認をくれそうです。誰かの気持ちだけでなく、自分の本音にも耳を向けてみてください。,自分の本音を一行だけ書く,心に残った会話を振り返る,UD7×LP2×owl base variant B
7,2,owl,base,C,白,今日の「7」の空気は、あなたの繋がりに内側を見つめる時間をくれそうです。誰かとの間で感じた小さな違和感も、心からの大切な知らせかもしれません。,心に残った違和感を書く,自分の本音をそっと残す,UD7×LP2×owl base variant C
7,3,owl,base,A,黄色,今日の「7」の空気は、あなたの表現する力に深みを添えてくれそうです。明るく見せるより、心に残ったことを丁寧に言葉にしてみてください。,心に残った言葉を書き出す,感じた理由を少し考えてみる,UD7×LP3×owl base variant A
7,3,owl,base,B,黄色,今日の「7」の空気は、あなたの言葉に深く見つめる時間をくれそうです。明るく見せるより、心に残ったことを丁寧に言葉にしてみてください。,心に残った言葉を書き出す,感じた理由を少し考える,UD7×LP3×owl base variant B
7,3,owl,base,C,黄色,今日の「7」の空気は、あなたの表現に静かな深みを添えてくれそうです。明るい言葉の奥にある本当の気持ちも、そっと記録してみてください。,言葉の奥にある気持ちを書く,心に残った理由を残す,UD7×LP3×owl base variant C
7,4,owl,base,A,緑,今日の「7」の空気は、あなたのつみ重ねる力に見直しの時間をくれそうです。いつもの習慣の中に、今の自分に合う形を探してみてください。,続けていることをひとつ見直す,今の自分に合う形を考える,UD7×LP4×owl base variant A
7,4,owl,base,B,緑,今日の「7」の空気は、あなたの毎日に見直しの時間をくれそうです。いつもの習慣の中から、今の自分に合う形を探してみてください。,続けていることをひとつ見直す,今の自分に合う形を考える,UD7×LP4×owl base variant B
7,4,owl,base,C,緑,今日の「7」の空気は、あなたの毎日の中に見直したい小さな声を届けてくれそうです。続けてきたことを振り返る時間が、次の安心につながります。,続けてきたことを振り返る,今の自分に合う形を書く,UD7×LP4×owl base variant C
7,5,owl,base,A,青,今日の「7」の空気は、あなたの自由な感覚に静かな問いを投げかけてくれそうです。動き回る前に、心が本当に向かう場所を見つめてみてください。,行きたい理由を少し考える,情報を減らして過ごす時間を作る,UD7×LP5×owl base variant A
